20mm Poly Pipe,,40mm Poly Pipe,,63mm Poly Pipe,,90mm Poly Pipe,,110mm Poly Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.5907,14.96,0.5907,102.553,,,,,,
0.5908,14.962,0.5908,102.562,,,,,,
0.5909,14.964,0.5909,102.57,,,,,,
0.591,14.965,0.591,102.579,,,,,,
0.5911,14.967,0.5911,102.588,,,,,,
0.5912,14.969,0.5912,102.596,,,,,,
0.5913,14.97,0.5913,102.605,,,,,,
0.5914,14.972,0.5914,102.613,,,,,,
0.5915,14.974,0.5915,102.622,,,,,,
0.5916,14.976,0.5916,102.631,,,,,,
0.5917,14.977,0.5917,102.639,,,,,,
0.5918,14.979,0.5918,102.648,,,,,,
0.5919,14.981,0.5919,102.656,,,,,,
0.592,14.983,0.592,102.665,,,,,,
0.5921,14.984,0.5921,102.674,,,,,,
0.5922,14.986,0.5922,102.682,,,,,,
0.5923,14.988,0.5923,102.691,,,,,,
0.5924,14.989,0.5924,102.699,,,,,,
0.5925,14.991,0.5925,102.708,,,,,,
0.5926,14.993,0.5926,102.717,,,,,,
0.5927,14.995,0.5927,102.725,,,,,,
0.5928,14.996,0.5928,102.734,,,,,,
0.5929,14.998,0.5929,102.743,,,,,,
0.593,15,0.593,102.751,,,,,,
0.5931,15.001,0.5931,102.76,,,,,,
0.5932,15.003,0.5932,102.768,,,,,,
0.5933,15.005,0.5933,102.777,,,,,,
0.5934,15.007,0.5934,102.786,,,,,,
0.5935,15.008,0.5935,102.794,,,,,,
0.5936,15.01,0.5936,102.803,,,,,,
0.5937,15.012,0.5937,102.811,,,,,,
0.5938,15.014,0.5938,102.82,,,,,,
0.5939,15.015,0.5939,102.829,,,,,,
0.594,15.017,0.594,102.837,,,,,,
0.5941,15.019,0.5941,102.846,,,,,,
0.5942,15.02,0.5942,102.855,,,,,,
0.5943,15.022,0.5943,102.863,,,,,,
0.5944,15.024,0.5944,102.872,,,,,,
0.5945,15.026,0.5945,102.88,,,,,,
0.5946,15.027,0.5946,102.889,,,,,,
0.5947,15.029,0.5947,102.898,,,,,,
0.5948,15.031,0.5948,102.906,,,,,,
0.5949,15.032,0.5949,102.915,,,,,,
0.595,15.034,0.595,102.923,,,,,,
0.5951,15.036,0.5951,102.932,,,,,,
0.5952,15.038,0.5952,102.941,,,,,,
0.5953,15.039,0.5953,102.949,,,,,,
0.5954,15.041,0.5954,102.958,,,,,,
0.5955,15.043,0.5955,102.966,,,,,,
0.5956,15.045,0.5956,102.975,,,,,,
0.5957,15.046,0.5957,102.984,,,,,,
0.5958,15.048,0.5958,102.992,,,,,,
0.5959,15.05,0.5959,103.001,,,,,,
0.596,15.051,0.596,103.01,,,,,,
0.5961,15.053,0.5961,103.018,,,,,,
0.5962,15.055,0.5962,103.027,,,,,,
0.5963,15.057,0.5963,103.035,,,,,,
0.5964,15.058,0.5964,103.044,,,,,,
0.5965,15.06,0.5965,103.053,,,,,,
0.5966,15.062,0.5966,103.061,,,,,,
0.5967,15.063,0.5967,103.07,,,,,,
0.5968,15.065,0.5968,103.078,,,,,,
0.5969,15.067,0.5969,103.087,,,,,,
0.597,15.069,0.597,103.096,,,,,,
0.5971,15.07,0.5971,103.104,,,,,,
0.5972,15.072,0.5972,103.113,,,,,,
0.5973,15.074,0.5973,103.122,,,,,,
0.5974,15.076,0.5974,103.13,,,,,,
0.5975,15.077,0.5975,103.139,,,,,,
0.5976,15.079,0.5976,103.147,,,,,,
0.5977,15.081,0.5977,103.156,,,,,,
0.5978,15.082,0.5978,103.165,,,,,,
0.5979,15.084,0.5979,103.173,,,,,,
0.598,15.086,0.598,103.182,,,,,,
0.5981,15.088,0.5981,103.19,,,,,,
0.5982,15.089,0.5982,103.199,,,,,,
0.5983,15.091,0.5983,103.208,,,,,,
0.5984,15.093,0.5984,103.216,,,,,,
0.5985,15.094,0.5985,103.225,,,,,,
0.5986,15.096,0.5986,103.233,,,,,,
0.5987,15.098,0.5987,103.242,,,,,,
0.5988,15.1,0.5988,103.251,,,,,,
0.5989,15.101,0.5989,103.259,,,,,,
0.599,15.103,0.599,103.268,,,,,,
0.5991,15.105,0.5991,103.277,,,,,,
0.5992,15.107,0.5992,103.285,,,,,,
0.5993,15.108,0.5993,103.294,,,,,,
0.5994,15.11,0.5994,103.302,,,,,,
0.5995,15.112,0.5995,103.311,,,,,,
0.5996,15.113,0.5996,103.32,,,,,,
0.5997,15.115,0.5997,103.328,,,,,,
0.5998,15.117,0.5998,103.337,,,,,,
0.5999,15.119,0.5999,103.345,,,,,,
0.6,15.12,0.6,103.354,,,,,,
0.6001,15.121,0.6001,103.365,,,,,,
0.6002,15.123,0.6002,103.375,,,,,,
0.6003,15.124,0.6003,103.386,,,,,,
0.6004,15.125,0.6004,103.396,,,,,,
0.6005,15.126,0.6005,103.407,,,,,,
0.6006,15.127,0.6006,103.417,,,,,,
0.6007,15.128,0.6007,103.428,,,,,,
0.6008,15.13,0.6008,103.438,,,,,,
0.6009,15.131,0.6009,103.449,,,,,,
0.601,15.132,0.601,103.459,,,,,,
0.6011,15.133,0.6011,103.47,,,,,,
0.6012,15.134,0.6012,103.48,,,,,,
0.6013,15.135,0.6013,103.491,,,,,,
0.6014,15.136,0.6014,103.501,,,,,,
0.6015,15.138,0.6015,103.512,,,,,,
0.6016,15.139,0.6016,103.522,,,,,,
0.6017,15.14,0.6017,103.533,,,,,,
0.6018,15.141,0.6018,103.544,,,,,,
0.6019,15.142,0.6019,103.554,,,,,,
0.602,15.143,0.602,103.565,,,,,,
0.6021,15.144,0.6021,103.575,,,,,,
0.6022,15.146,0.6022,103.586,,,,,,
0.6023,15.147,0.6023,103.596,,,,,,
0.6024,15.148,0.6024,103.607,,,,,,
0.6025,15.149,0.6025,103.617,,,,,,
0.6026,15.15,0.6026,103.628,,,,,,
0.6027,15.151,0.6027,103.638,,,,,,
0.6028,15.152,0.6028,103.649,,,,,,
0.6029,15.154,0.6029,103.659,,,,,,
0.603,15.155,0.603,103.67,,,,,,
0.6031,15.156,0.6031,103.68,,,,,,
0.6032,15.157,0.6032,103.691,,,,,,
0.6033,15.158,0.6033,103.701,,,,,,
0.6034,15.159,0.6034,103.712,,,,,,
0.6035,15.161,0.6035,103.722,,,,,,
0.6036,15.162,0.6036,103.733,,,,,,
0.6037,15.163,0.6037,103.744,,,,,,
0.6038,15.164,0.6038,103.754,,,,,,
0.6039,15.165,0.6039,103.765,,,,,,
0.604,15.166,0.604,103.775,,,,,,
0.6041,15.167,0.6041,103.786,,,,,,
0.6042,15.169,0.6042,103.796,,,,,,
0.6043,15.17,0.6043,103.807,,,,,,
0.6044,15.171,0.6044,103.817,,,,,,
0.6045,15.172,0.6045,103.828,,,,,,
0.6046,15.173,0.6046,103.838,,,,,,
0.6047,15.174,0.6047,103.849,,,,,,
0.6048,15.175,0.6048,103.859,,,,,,
0.6049,15.177,0.6049,103.87,,,,,,
0.605,15.178,0.605,103.88,,,,,,
0.6051,15.179,0.6051,103.891,,,,,,
0.6052,15.18,0.6052,103.901,,,,,,
0.6053,15.181,0.6053,103.912,,,,,,
0.6054,15.182,0.6054,103.923,,,,,,
0.6055,15.183,0.6055,103.933,,,,,,
0.6056,15.185,0.6056,103.944,,,,,,
0.6057,15.186,0.6057,103.954,,,,,,
0.6058,15.187,0.6058,103.965,,,,,,
0.6059,15.188,0.6059,103.975,,,,,,
0.606,15.189,0.606,103.986,,,,,,
0.6061,15.19,0.6061,103.996,,,,,,
0.6062,15.192,0.6062,104.007,,,,,,
0.6063,15.193,0.6063,104.017,,,,,,
0.6064,15.194,0.6064,104.028,,,,,,
0.6065,15.195,0.6065,104.038,,,,,,
0.6066,15.196,0.6066,104.049,,,,,,
0.6067,15.197,0.6067,104.059,,,,,,
0.6068,15.198,0.6068,104.07,,,,,,
0.6069,15.2,0.6069,104.08,,,,,,
0.607,15.201,0.607,104.091,,,,,,
0.6071,15.202,0.6071,104.101,,,,,,
0.6072,15.203,0.6072,104.112,,,,,,
0.6073,15.204,0.6073,104.123,,,,,,
0.6074,15.205,0.6074,104.133,,,,,,
0.6075,15.206,0.6075,104.144,,,,,,
0.6076,15.208,0.6076,104.154,,,,,,
0.6077,15.209,0.6077,104.165,,,,,,
0.6078,15.21,0.6078,104.175,,,,,,
0.6079,15.211,0.6079,104.186,,,,,,
0.608,15.212,0.608,104.196,,,,,,
0.6081,15.213,0.6081,104.207,,,,,,
0.6082,15.214,0.6082,104.217,,,,,,
0.6083,15.216,0.6083,104.228,,,,,,
0.6084,15.217,0.6084,104.238,,,,,,
0.6085,15.218,0.6085,104.249,,,,,,
0.6086,15.219,0.6086,104.259,,,,,,
0.6087,15.22,0.6087,104.27,,,,,,
0.6088,15.221,0.6088,104.28,,,,,,
0.6089,15.223,0.6089,104.291,,,,,,
0.609,15.224,0.609,104.301,,,,,,
0.6091,15.225,0.6091,104.312,,,,,,
0.6092,15.226,0.6092,104.323,,,,,,
0.6093,15.227,0.6093,104.333,,,,,,
0.6094,15.228,0.6094,104.344,,,,,,
0.6095,15.229,0.6095,104.354,,,,,,
0.6096,15.231,0.6096,104.365,,,,,,
0.6097,15.232,0.6097,104.375,,,,,,
0.6098,15.233,0.6098,104.386,,,,,,
0.6099,15.234,0.6099,104.396,,,,,,
0.61,15.235,0.61,104.407,,,,,,
0.6101,15.236,0.6101,104.417,,,,,,
0.6102,15.237,0.6102,104.428,,,,,,
0.6103,15.239,0.6103,104.438,,,,,,
0.6104,15.24,0.6104,104.449,,,,,,
0.6105,15.241,0.6105,104.459,,,,,,
0.6106,15.242,0.6106,104.47,,,,,,
0.6107,15.243,0.6107,104.48,,,,,,
0.6108,15.244,0.6108,104.491,,,,,,
0.6109,15.245,0.6109,104.501,,,,,,
0.611,15.247,0.611,104.512,,,,,,
0.6111,15.248,0.6111,104.523,,,,,,
0.6112,15.249,0.6112,104.533,,,,,,
0.6113,15.25,0.6113,104.544,,,,,,
0.6114,15.251,0.6114,104.554,,,,,,
0.6115,15.252,0.6115,104.565,,,,,,
0.6116,15.254,0.6116,104.575,,,,,,
0.6117,15.255,0.6117,104.586,,,,,,
0.6118,15.256,0.6118,104.596,,,,,,
0.6119,15.257,0.6119,104.607,,,,,,
0.612,15.258,0.612,104.617,,,,,,
0.6121,15.259,0.6121,104.628,,,,,,
0.6122,15.26,0.6122,104.638,,,,,,
0.6123,15.262,0.6123,104.649,,,,,,
0.6124,15.263,0.6124,104.659,,,,,,
0.6125,15.264,0.6125,104.67,,,,,,
0.6126,15.265,0.6126,104.68,,,,,,
0.6127,15.266,0.6127,104.691,,,,,,
0.6128,15.267,0.6128,104.701,,,,,,
0.6129,15.268,0.6129,104.712,,,,,,
0.613,15.27,0.613,104.723,,,,,,
0.6131,15.271,0.6131,104.733,,,,,,
0.6132,15.272,0.6132,104.744,,,,,,
0.6133,15.273,0.6133,104.754,,,,,,
0.6134,15.274,0.6134,104.765,,,,,,
0.6135,15.275,0.6135,104.775,,,,,,
0.6136,15.276,0.6136,104.786,,,,,,
0.6137,15.278,0.6137,104.796,,,,,,
0.6138,15.279,0.6138,104.807,,,,,,
0.6139,15.28,0.6139,104.817,,,,,,
0.614,15.281,0.614,104.828,,,,,,
0.6141,15.282,0.6141,104.838,,,,,,
0.6142,15.283,0.6142,104.849,,,,,,
0.6143,15.285,0.6143,104.859,,,,,,
0.6144,15.286,0.6144,104.87,,,,,,
0.6145,15.287,0.6145,104.88,,,,,,
0.6146,15.288,0.6146,104.891,,,,,,
0.6147,15.289,0.6147,104.901,,,,,,
0.6148,15.29,0.6148,104.912,,,,,,
0.6149,15.291,0.6149,104.923,,,,,,
0.615,15.293,0.615,104.933,,,,,,
0.6151,15.294,0.6151,104.944,,,,,,
0.6152,15.295,0.6152,104.954,,,,,,
0.6153,15.296,0.6153,104.965,,,,,,
0.6154,15.297,0.6154,104.975,,,,,,
0.6155,15.298,0.6155,104.986,,,,,,
0.6156,15.299,0.6156,104.996,,,,,,
0.6157,15.301,0.6157,105.007,,,,,,
0.6158,15.302,0.6158,105.017,,,,,,
0.6159,15.303,0.6159,105.028,,,,,,
0.616,15.304,0.616,105.038,,,,,,
0.6161,15.305,0.6161,105.049,,,,,,
0.6162,15.306,0.6162,105.059,,,,,,
0.6163,15.308,0.6163,105.07,,,,,,
0.6164,15.309,0.6164,105.08,,,,,,
0.6165,15.31,0.6165,105.091,,,,,,
0.6166,15.311,0.6166,105.102,,,,,,
0.6167,15.312,0.6167,105.112,,,,,,
0.6168,15.313,0.6168,105.123,,,,,,
0.6169,15.314,0.6169,105.133,,,,,,
0.617,15.316,0.617,105.144,,,,,,
0.6171,15.317,0.6171,105.154,,,,,,
0.6172,15.318,0.6172,105.165,,,,,,
0.6173,15.319,0.6173,105.175,,,,,,
0.6174,15.32,0.6174,105.186,,,,,,
0.6175,15.321,0.6175,105.196,,,,,,
0.6176,15.322,0.6176,105.207,,,,,,
0.6177,15.324,0.6177,105.217,,,,,,
0.6178,15.325,0.6178,105.228,,,,,,
0.6179,15.326,0.6179,105.238,,,,,,
0.618,15.327,0.618,105.249,,,,,,
0.6181,15.328,0.6181,105.259,,,,,,
0.6182,15.329,0.6182,105.27,,,,,,
0.6183,15.33,0.6183,105.28,,,,,,
0.6184,15.332,0.6184,105.291,,,,,,
0.6185,15.333,0.6185,105.302,,,,,,
0.6186,15.334,0.6186,105.312,,,,,,
0.6187,15.335,0.6187,105.323,,,,,,
0.6188,15.336,0.6188,105.333,,,,,,
0.6189,15.337,0.6189,105.344,,,,,,
0.619,15.339,0.619,105.354,,,,,,
0.6191,15.34,0.6191,105.365,,,,,,
0.6192,15.341,0.6192,105.375,,,,,,
0.6193,15.342,0.6193,105.386,,,,,,
0.6194,15.343,0.6194,105.396,,,,,,
0.6195,15.344,0.6195,105.407,,,,,,
0.6196,15.345,0.6196,105.417,,,,,,
0.6197,15.347,0.6197,105.428,,,,,,
0.6198,15.348,0.6198,105.438,,,,,,
0.6199,15.349,0.6199,105.449,,,,,,
0.62,15.35,0.62,105.459,,,,,,
0.6201,15.351,0.6201,105.47,,,,,,
0.6202,15.352,0.6202,105.48,,,,,,
0.6203,15.353,0.6203,105.491,,,,,,
0.6204,15.355,0.6204,105.502,,,,,,
0.6205,15.356,0.6205,105.512,,,,,,
0.6206,15.357,0.6206,105.523,,,,,,
0.6207,15.358,0.6207,105.533,,,,,,
0.6208,15.359,0.6208,105.544,,,,,,
0.6209,15.36,0.6209,105.554,,,,,,
0.621,15.361,0.621,105.565,,,,,,
0.6211,15.363,0.6211,105.575,,,,,,
0.6212,15.364,0.6212,105.586,,,,,,
0.6213,15.365,0.6213,105.596,,,,,,
0.6214,15.366,0.6214,105.607,,,,,,
0.6215,15.367,0.6215,105.617,,,,,,
0.6216,15.368,0.6216,105.628,,,,,,
0.6217,15.37,0.6217,105.638,,,,,,
0.6218,15.371,0.6218,105.649,,,,,,
0.6219,15.372,0.6219,105.659,,,,,,
0.622,15.373,0.622,105.67,,,,,,
0.6221,15.374,0.6221,105.68,,,,,,
0.6222,15.375,0.6222,105.691,,,,,,
0.6223,15.376,0.6223,105.702,,,,,,
0.6224,15.378,0.6224,105.712,,,,,,
0.6225,15.379,0.6225,105.723,,,,,,
0.6226,15.38,0.6226,105.733,,,,,,
0.6227,15.381,0.6227,105.744,,,,,,
0.6228,15.382,0.6228,105.754,,,,,,
0.6229,15.383,0.6229,105.765,,,,,,
0.623,15.384,0.623,105.775,,,,,,
0.6231,15.386,0.6231,105.786,,,,,,
0.6232,15.387,0.6232,105.796,,,,,,
0.6233,15.388,0.6233,105.807,,,,,,
0.6234,15.389,0.6234,105.817,,,,,,
0.6235,15.39,0.6235,105.828,,,,,,
0.6236,15.391,0.6236,105.838,,,,,,
0.6237,15.392,0.6237,105.849,,,,,,
0.6238,15.394,0.6238,105.859,,,,,,
0.6239,15.395,0.6239,105.87,,,,,,
0.624,15.396,0.624,105.88,,,,,,
0.6241,15.397,0.6241,105.891,,,,,,
0.6242,15.398,0.6242,105.902,,,,,,
0.6243,15.399,0.6243,105.912,,,,,,
0.6244,15.401,0.6244,105.923,,,,,,
0.6245,15.402,0.6245,105.933,,,,,,
0.6246,15.403,0.6246,105.944,,,,,,
0.6247,15.404,0.6247,105.954,,,,,,
0.6248,15.405,0.6248,105.965,,,,,,
0.6249,15.406,0.6249,105.975,,,,,,
0.625,15.407,0.625,105.986,,,,,,
0.6251,15.409,0.6251,105.996,,,,,,
0.6252,15.41,0.6252,106.007,,,,,,
0.6253,15.411,0.6253,106.017,,,,,,
0.6254,15.412,0.6254,106.028,,,,,,
0.6255,15.413,0.6255,106.038,,,,,,
0.6256,15.414,0.6256,106.049,,,,,,
0.6257,15.415,0.6257,106.059,,,,,,
0.6258,15.417,0.6258,106.07,,,,,,
0.6259,15.418,0.6259,106.08,,,,,,
0.626,15.419,0.626,106.091,,,,,,
0.6261,15.42,0.6261,106.102,,,,,,
0.6262,15.421,0.6262,106.112,,,,,,
0.6263,15.422,0.6263,106.123,,,,,,
0.6264,15.423,0.6264,106.133,,,,,,
0.6265,15.425,0.6265,106.144,,,,,,
0.6266,15.426,0.6266,106.154,,,,,,
0.6267,15.427,0.6267,106.165,,,,,,
0.6268,15.428,0.6268,106.175,,,,,,
0.6269,15.429,0.6269,106.186,,,,,,
0.627,15.43,0.627,106.196,,,,,,
0.6271,15.432,0.6271,106.207,,,,,,
0.6272,15.433,0.6272,106.217,,,,,,
0.6273,15.434,0.6273,106.228,,,,,,
0.6274,15.435,0.6274,106.238,,,,,,
0.6275,15.436,0.6275,106.249,,,,,,
0.6276,15.437,0.6276,106.259,,,,,,
0.6277,15.438,0.6277,106.27,,,,,,
0.6278,15.44,0.6278,106.281,,,,,,
0.6279,15.441,0.6279,106.291,,,,,,
0.628,15.442,0.628,106.302,,,,,,
0.6281,15.443,0.6281,106.312,,,,,,
0.6282,15.444,0.6282,106.323,,,,,,
0.6283,15.445,0.6283,106.333,,,,,,
0.6284,15.446,0.6284,106.344,,,,,,
0.6285,15.448,0.6285,106.354,,,,,,
0.6286,15.449,0.6286,106.365,,,,,,
0.6287,15.45,0.6287,106.375,,,,,,
0.6288,15.451,0.6288,106.386,,,,,,
0.6289,15.452,0.6289,106.396,,,,,,
0.629,15.453,0.629,106.407,,,,,,
0.6291,15.454,0.6291,106.417,,,,,,
0.6292,15.456,0.6292,106.428,,,,,,
0.6293,15.457,0.6293,106.438,,,,,,
0.6294,15.458,0.6294,106.449,,,,,,
0.6295,15.459,0.6295,106.459,,,,,,
0.6296,15.46,0.6296,106.47,,,,,,
0.6297,15.461,0.6297,106.481,,,,,,
0.6298,15.463,0.6298,106.491,,,,,,
0.6299,15.464,0.6299,106.502,,,,,,
0.63,15.465,0.63,106.512,,,,,,
0.6301,15.466,0.6301,106.523,,,,,,
0.6302,15.467,0.6302,106.533,,,,,,
0.6303,15.468,0.6303,106.544,,,,,,
0.6304,15.469,0.6304,106.554,,,,,,
0.6305,15.471,0.6305,106.565,,,,,,
0.6306,15.472,0.6306,106.575,,,,,,
0.6307,15.473,0.6307,106.586,,,,,,
0.6308,15.474,0.6308,106.596,,,,,,
0.6309,15.475,0.6309,106.607,,,,,,
0.631,15.476,0.631,106.617,,,,,,
0.6311,15.477,0.6311,106.628,,,,,,
0.6312,15.479,0.6312,106.638,,,,,,
0.6313,15.48,0.6313,106.649,,,,,,
0.6314,15.481,0.6314,106.659,,,,,,
0.6315,15.482,0.6315,106.67,,,,,,
0.6316,15.483,0.6316,106.681,,,,,,
0.6317,15.484,0.6317,106.691,,,,,,
0.6318,15.485,0.6318,106.702,,,,,,
0.6319,15.487,0.6319,106.712,,,,,,
0.632,15.488,0.632,106.723,,,,,,
0.6321,15.489,0.6321,106.733,,,,,,
0.6322,15.49,0.6322,106.744,,,,,,
0.6323,15.491,0.6323,106.754,,,,,,
0.6324,15.492,0.6324,106.765,,,,,,
0.6325,15.494,0.6325,106.775,,,,,,
0.6326,15.495,0.6326,106.786,,,,,,
0.6327,15.496,0.6327,106.796,,,,,,
0.6328,15.497,0.6328,106.807,,,,,,
0.6329,15.498,0.6329,106.817,,,,,,
0.633,15.499,0.633,106.828,,,,,,
0.6331,15.5,0.6331,106.838,,,,,,
0.6332,15.502,0.6332,106.849,,,,,,
0.6333,15.503,0.6333,106.859,,,,,,
0.6334,15.504,0.6334,106.87,,,,,,
0.6335,15.505,0.6335,106.881,,,,,,
0.6336,15.506,0.6336,106.891,,,,,,
0.6337,15.507,0.6337,106.902,,,,,,
0.6338,15.508,0.6338,106.912,,,,,,
0.6339,15.51,0.6339,106.923,,,,,,
0.634,15.511,0.634,106.933,,,,,,
0.6341,15.512,0.6341,106.944,,,,,,
0.6342,15.513,0.6342,106.954,,,,,,
0.6343,15.514,0.6343,106.965,,,,,,
0.6344,15.515,0.6344,106.975,,,,,,
0.6345,15.517,0.6345,106.986,,,,,,
0.6346,15.518,0.6346,106.996,,,,,,
0.6347,15.519,0.6347,107.007,,,,,,
0.6348,15.52,0.6348,107.017,,,,,,
0.6349,15.521,0.6349,107.028,,,,,,
0.635,15.522,0.635,107.038,,,,,,
0.6351,15.523,0.6351,107.049,,,,,,
0.6352,15.525,0.6352,107.059,,,,,,
0.6353,15.526,0.6353,107.07,,,,,,
0.6354,15.527,0.6354,107.081,,,,,,
0.6355,15.528,0.6355,107.091,,,,,,
0.6356,15.529,0.6356,107.102,,,,,,
0.6357,15.53,0.6357,107.112,,,,,,
0.6358,15.531,0.6358,107.123,,,,,,
0.6359,15.533,0.6359,107.133,,,,,,
0.636,15.534,0.636,107.144,,,,,,
0.6361,15.535,0.6361,107.154,,,,,,
0.6362,15.536,0.6362,107.165,,,,,,
0.6363,15.537,0.6363,107.175,,,,,,
0.6364,15.538,0.6364,107.186,,,,,,
0.6365,15.539,0.6365,107.196,,,,,,
0.6366,15.541,0.6366,107.207,,,,,,
0.6367,15.542,0.6367,107.217,,,,,,
0.6368,15.543,0.6368,107.228,,,,,,
0.6369,15.544,0.6369,107.238,,,,,,
0.637,15.545,0.637,107.249,,,,,,
0.6371,15.546,0.6371,107.259,,,,,,
0.6372,15.548,0.6372,107.27,,,,,,
0.6373,15.549,0.6373,107.281,,,,,,
0.6374,15.55,0.6374,107.291,,,,,,
0.6375,15.551,0.6375,107.302,,,,,,
0.6376,15.552,0.6376,107.312,,,,,,
0.6377,15.553,0.6377,107.323,,,,,,
0.6378,15.554,0.6378,107.333,,,,,,
0.6379,15.556,0.6379,107.344,,,,,,
0.638,15.557,0.638,107.354,,,,,,
0.6381,15.558,0.6381,107.365,,,,,,
0.6382,15.559,0.6382,107.375,,,,,,
0.6383,15.56,0.6383,107.386,,,,,,
0.6384,15.561,0.6384,107.396,,,,,,
0.6385,15.562,0.6385,107.407,,,,,,
0.6386,15.564,0.6386,107.417,,,,,,
0.6387,15.565,0.6387,107.428,,,,,,
0.6388,15.566,0.6388,107.438,,,,,,
0.6389,15.567,0.6389,107.449,,,,,,
0.639,15.568,0.639,107.46,,,,,,
0.6391,15.569,0.6391,107.47,,,,,,
0.6392,15.57,0.6392,107.481,,,,,,
0.6393,15.572,0.6393,107.491,,,,,,
0.6394,15.573,0.6394,107.502,,,,,,
0.6395,15.574,0.6395,107.512,,,,,,
0.6396,15.575,0.6396,107.523,,,,,,
0.6397,15.576,0.6397,107.533,,,,,,
0.6398,15.577,0.6398,107.544,,,,,,
0.6399,15.579,0.6399,107.554,,,,,,
0.64,15.58,0.64,107.565,,,,,,
0.6401,15.581,0.6401,107.575,,,,,,
0.6402,15.582,0.6402,107.586,,,,,,
0.6403,15.583,0.6403,107.596,,,,,,
0.6404,15.584,0.6404,107.607,,,,,,
0.6405,15.585,0.6405,107.617,,,,,,
0.6406,15.587,0.6406,107.628,,,,,,
0.6407,15.588,0.6407,107.638,,,,,,
0.6408,15.589,0.6408,107.649,,,,,,
0.6409,15.59,0.6409,107.66,,,,,,
0.641,15.591,0.641,107.67,,,,,,
0.6411,15.592,0.6411,107.681,,,,,,
0.6412,15.593,0.6412,107.691,,,,,,
0.6413,15.595,0.6413,107.702,,,,,,
0.6414,15.596,0.6414,107.712,,,,,,
0.6415,15.597,0.6415,107.723,,,,,,
0.6416,15.598,0.6416,107.733,,,,,,
0.6417,15.599,0.6417,107.744,,,,,,
0.6418,15.6,0.6418,107.754,,,,,,
0.6419,15.601,0.6419,107.765,,,,,,
0.642,15.603,0.642,107.775,,,,,,
0.6421,15.604,0.6421,107.786,,,,,,
0.6422,15.605,0.6422,107.796,,,,,,
0.6423,15.606,0.6423,107.807,,,,,,
0.6424,15.607,0.6424,107.817,,,,,,
0.6425,15.608,0.6425,107.828,,,,,,
0.6426,15.61,0.6426,107.838,,,,,,
0.6427,15.611,0.6427,107.849,,,,,,
0.6428,15.612,0.6428,107.86,,,,,,
0.6429,15.613,0.6429,107.87,,,,,,
0.643,15.614,0.643,107.881,,,,,,
0.6431,15.615,0.6431,107.891,,,,,,
0.6432,15.616,0.6432,107.902,,,,,,
0.6433,15.618,0.6433,107.912,,,,,,
0.6434,15.619,0.6434,107.923,,,,,,
0.6435,15.62,0.6435,107.933,,,,,,
0.6436,15.621,0.6436,107.944,,,,,,
0.6437,15.622,0.6437,107.954,,,,,,
0.6438,15.623,0.6438,107.965,,,,,,
0.6439,15.624,0.6439,107.975,,,,,,
0.644,15.626,0.644,107.986,,,,,,
0.6441,15.627,0.6441,107.996,,,,,,
0.6442,15.628,0.6442,108.007,,,,,,
0.6443,15.629,0.6443,108.017,,,,,,
0.6444,15.63,0.6444,108.028,,,,,,
0.6445,15.631,0.6445,108.038,,,,,,
0.6446,15.632,0.6446,108.049,,,,,,
0.6447,15.634,0.6447,108.06,,,,,,
0.6448,15.635,0.6448,108.07,,,,,,
0.6449,15.636,0.6449,108.081,,,,,,
0.645,15.637,0.645,108.091,,,,,,
0.6451,15.638,0.6451,108.102,,,,,,
0.6452,15.639,0.6452,108.112,,,,,,
0.6453,15.641,0.6453,108.123,,,,,,
0.6454,15.642,0.6454,108.133,,,,,,
0.6455,15.643,0.6455,108.144,,,,,,
0.6456,15.644,0.6456,108.154,,,,,,
0.6457,15.645,0.6457,108.165,,,,,,
0.6458,15.646,0.6458,108.175,,,,,,
0.6459,15.647,0.6459,108.186,,,,,,
0.646,15.649,0.646,108.196,,,,,,
0.6461,15.65,0.6461,108.207,,,,,,
0.6462,15.651,0.6462,108.217,,,,,,
0.6463,15.652,0.6463,108.228,,,,,,
0.6464,15.653,0.6464,108.238,,,,,,
0.6465,15.654,0.6465,108.249,,,,,,
0.6466,15.655,0.6466,108.26,,,,,,
0.6467,15.657,0.6467,108.27,,,,,,
0.6468,15.658,0.6468,108.281,,,,,,
0.6469,15.659,0.6469,108.291,,,,,,
0.647,15.66,0.647,108.302,,,,,,
0.6471,15.661,0.6471,108.312,,,,,,
0.6472,15.662,0.6472,108.323,,,,,,
0.6473,15.663,0.6473,108.333,,,,,,
0.6474,15.665,0.6474,108.344,,,,,,
0.6475,15.666,0.6475,108.354,,,,,,
0.6476,15.667,0.6476,108.365,,,,,,
0.6477,15.668,0.6477,108.375,,,,,,
0.6478,15.669,0.6478,108.386,,,,,,
0.6479,15.67,0.6479,108.396,,,,,,
0.648,15.672,0.648,108.407,,,,,,
0.6481,15.673,0.6481,108.417,,,,,,
0.6482,15.674,0.6482,108.428,,,,,,
0.6483,15.675,0.6483,108.438,,,,,,
0.6484,15.676,0.6484,108.449,,,,,,
0.6485,15.677,0.6485,108.46,,,,,,
0.6486,15.678,0.6486,108.47,,,,,,
0.6487,15.68,0.6487,108.481,,,,,,
0.6488,15.681,0.6488,108.491,,,,,,
0.6489,15.682,0.6489,108.502,,,,,,
